ic| feature.shape: (20000, 40, 40, 40), target.shape: (20000,)
Epoch: 44/1000, Train Loss: 0.0496, Val Loss: 0.0485 | 16.986 s
Epoch: 45/1000, Train Loss: 0.0490, Val Loss: 0.0482 | 16.956 s
Epoch: 46/1000, Train Loss: 0.0485, Val Loss: 0.0483 | 16.973 s
Epoch: 47/1000, Train Loss: 0.0483, Val Loss: 0.0487 | 16.997 s
Epoch: 48/1000, Train Loss: 0.0486, Val Loss: 0.0484 | 16.971 s
Epoch: 49/1000, Train Loss: 0.0489, Val Loss: 0.0486 | 16.982 s
Epoch: 50/1000, Train Loss: 0.0483, Val Loss: 0.0514 | 16.933 s
Epoch 00051: reducing learning rate of group 0 to 1.0000e-05.
Epoch: 51/1000, Train Loss: 0.0482, Val Loss: 0.0490 | 16.952 s
Epoch: 52/1000, Train Loss: 0.0474, Val Loss: 0.0479 | 16.947 s
Epoch: 53/1000, Train Loss: 0.0472, Val Loss: 0.0481 | 16.943 s
Epoch: 54/1000, Train Loss: 0.0472, Val Loss: 0.0478 | 16.955 s
Epoch: 55/1000, Train Loss: 0.0472, Val Loss: 0.0478 | 17.000 s
Epoch: 56/1000, Train Loss: 0.0471, Val Loss: 0.0478 | 16.977 s
Epoch: 57/1000, Train Loss: 0.0472, Val Loss: 0.0480 | 16.971 s
Epoch: 58/1000, Train Loss: 0.0471, Val Loss: 0.0482 | 16.937 s
Epoch: 59/1000, Train Loss: 0.0472, Val Loss: 0.0479 | 16.961 s
Epoch: 60/1000, Train Loss: 0.0471, Val Loss: 0.0481 | 16.972 s
Epoch: 61/1000, Train Loss: 0.0473, Val Loss: 0.0478 | 16.988 s
Epoch: 62/1000, Train Loss: 0.0471, Val Loss: 0.0478 | 17.045 s
Epoch: 63/1000, Train Loss: 0.0471, Val Loss: 0.0479 | 16.980 s
Epoch: 64/1000, Train Loss: 0.0472, Val Loss: 0.0477 | 17.000 s
Epoch: 65/1000, Train Loss: 0.0471, Val Loss: 0.0478 | 16.987 s
Epoch: 66/1000, Train Loss: 0.0471, Val Loss: 0.0478 | 16.950 s
Epoch: 67/1000, Train Loss: 0.0472, Val Loss: 0.0479 | 16.967 s
Epoch: 68/1000, Train Loss: 0.0471, Val Loss: 0.0478 | 16.966 s
Epoch: 69/1000, Train Loss: 0.0471, Val Loss: 0.0478 | 16.957 s
Epoch: 70/1000, Train Loss: 0.0472, Val Loss: 0.0477 | 16.958 s
Epoch: 71/1000, Train Loss: 0.0471, Val Loss: 0.0478 | 16.951 s
Epoch: 72/1000, Train Loss: 0.0471, Val Loss: 0.0479 | 16.970 s
Epoch: 73/1000, Train Loss: 0.0471, Val Loss: 0.0479 | 16.959 s
Epoch: 74/1000, Train Loss: 0.0471, Val Loss: 0.0479 | 17.016 s
Epoch 00075: reducing learning rate of group 0 to 1.0000e-06.
Epoch: 75/1000, Train Loss: 0.0471, Val Loss: 0.0478 | 16.980 s
Epoch: 76/1000, Train Loss: 0.0469, Val Loss: 0.0478 | 16.960 s
Epoch: 77/1000, Train Loss: 0.0469, Val Loss: 0.0478 | 16.936 s
Epoch: 78/1000, Train Loss: 0.0469, Val Loss: 0.0478 | 16.998 s
Epoch: 79/1000, Train Loss: 0.0469, Val Loss: 0.0478 | 16.993 s
Epoch: 80/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.980 s
Epoch: 81/1000, Train Loss: 0.0469, Val Loss: 0.0478 | 16.989 s
Epoch: 82/1000, Train Loss: 0.0469, Val Loss: 0.0478 | 16.919 s
Epoch: 83/1000, Train Loss: 0.0469, Val Loss: 0.0478 | 16.969 s
Epoch: 84/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.981 s
Epoch: 85/1000, Train Loss: 0.0469, Val Loss: 0.0478 | 16.973 s
Epoch 00086: reducing learning rate of group 0 to 1.0000e-07.
Epoch: 86/1000, Train Loss: 0.0469, Val Loss: 0.0478 | 16.958 s
Epoch: 87/1000, Train Loss: 0.0469, Val Loss: 0.0478 | 16.925 s
Epoch: 88/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.954 s
Epoch: 89/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.940 s
Epoch: 90/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.960 s
Epoch: 91/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 17.021 s
Epoch: 92/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.990 s
Epoch: 93/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.981 s
Epoch: 94/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 17.017 s
Epoch: 95/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.986 s
Epoch: 96/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.967 s
Epoch: 97/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.940 s
Epoch: 98/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.977 s
Epoch: 99/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.951 s
Epoch: 100/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.979 s
Epoch: 101/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.896 s
Epoch: 102/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.978 s
Epoch: 103/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 17.002 s
Epoch: 104/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.949 s
Epoch: 105/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.924 s
Epoch: 106/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.976 s
Epoch: 107/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.971 s
Epoch: 108/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.968 s
Epoch: 109/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.987 s
Epoch: 110/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.988 s
Epoch: 111/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.972 s
Epoch: 112/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.964 s
Epoch: 113/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.981 s
Epoch: 114/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.952 s
Epoch: 115/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.936 s
Epoch: 116/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.948 s
Epoch: 117/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.994 s
Epoch: 118/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.957 s
Epoch: 119/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 17.036 s
Epoch: 120/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 17.004 s
Epoch: 121/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.981 s
Epoch: 122/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.972 s
Epoch: 123/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.981 s
Epoch: 124/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.942 s
Epoch: 125/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.961 s
Epoch: 126/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.994 s
Epoch: 127/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.989 s
Epoch: 128/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.968 s
Epoch: 129/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.955 s
Epoch: 130/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.997 s
Epoch: 131/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.955 s
Epoch: 132/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.924 s
Epoch: 133/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.995 s
Epoch: 134/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.959 s
Epoch: 135/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.964 s
Epoch: 136/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.919 s
Epoch: 137/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.950 s
Epoch: 138/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 17.006 s
Epoch: 139/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.953 s
Epoch: 140/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.995 s
Epoch: 141/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.984 s
Epoch: 142/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.965 s
Epoch: 143/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.946 s
Epoch: 144/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.948 s
Epoch: 145/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.960 s
Epoch: 146/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.018 s
Epoch: 147/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.986 s
Epoch: 148/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.023 s
Epoch: 149/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.982 s
Epoch: 150/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.974 s
Epoch: 151/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.935 s
Epoch: 152/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.989 s
Epoch: 153/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.003 s
Epoch: 154/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.971 s
Epoch: 155/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.974 s
Epoch: 156/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.971 s
Epoch: 157/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.953 s
Epoch: 158/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.983 s
Epoch: 159/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.927 s
Epoch: 160/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.004 s
Epoch: 161/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.960 s
Epoch: 162/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.944 s
Epoch: 163/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.998 s
Epoch: 164/1000, Train Loss: 0.0469, Val Loss: 0.0477 | 16.913 s
Epoch: 165/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.968 s
Epoch: 166/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.976 s
Epoch: 167/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.007 s
Epoch: 168/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.981 s
Epoch: 169/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.961 s
Epoch: 170/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.963 s
Epoch: 171/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.957 s
Epoch: 172/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.034 s
Epoch: 173/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.980 s
Epoch: 174/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.968 s
Epoch: 175/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.964 s
Epoch: 176/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.007 s
Epoch: 177/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.930 s
Epoch: 178/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.973 s
Epoch: 179/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.954 s
Epoch: 180/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.960 s
Epoch: 181/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.007 s
Epoch: 182/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.992 s
Epoch: 183/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.002 s
Epoch: 184/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.962 s
Epoch: 185/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.957 s
Epoch: 186/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.984 s
Epoch: 187/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.970 s
Epoch: 188/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.984 s
Epoch: 189/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.988 s
Epoch: 190/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.029 s
Epoch: 191/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.962 s
Epoch: 192/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.987 s
Epoch: 193/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.996 s
Epoch: 194/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.964 s
Epoch: 195/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.989 s
Epoch: 196/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.976 s
Epoch: 197/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.004 s
Epoch: 198/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.950 s
Epoch: 199/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.960 s
Epoch: 200/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.973 s
Epoch: 201/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.957 s
Epoch: 202/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.951 s
Epoch: 203/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.987 s
Epoch: 204/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.979 s
Epoch: 205/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.981 s
Epoch: 206/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.968 s
Epoch: 207/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.000 s
Epoch: 208/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.017 s
Epoch: 209/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.991 s
Epoch: 210/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.059 s
Epoch: 211/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.980 s
Epoch: 212/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.958 s
Epoch: 213/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.974 s
Epoch: 214/1000, Train Loss: 0.0468, Val Loss: 0.0478 | 16.943 s
Epoch: 215/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.961 s
Epoch: 216/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.992 s
Epoch: 217/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.916 s
Epoch: 218/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.983 s
Epoch: 219/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.003 s
Epoch: 220/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.995 s
Epoch: 221/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.014 s
Epoch: 222/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.005 s
Epoch: 223/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.003 s
Epoch: 224/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.971 s
Epoch: 225/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.990 s
Epoch: 226/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.999 s
Epoch: 227/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.972 s
Epoch: 228/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.986 s
Epoch: 229/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.009 s
Epoch: 230/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.942 s
Epoch: 231/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.967 s
Epoch: 232/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.969 s
Epoch: 233/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.009 s
Epoch: 234/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.963 s
Epoch: 235/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.985 s
Epoch: 236/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.955 s
Epoch: 237/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.016 s
Epoch: 238/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.998 s
Epoch: 239/1000, Train Loss: 0.0468, Val Loss: 0.0478 | 16.968 s
Epoch: 240/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.943 s
Epoch: 241/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.958 s
Epoch: 242/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.970 s
Epoch: 243/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.985 s
Epoch: 244/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.982 s
Epoch: 245/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.960 s
Epoch: 246/1000, Train Loss: 0.0468, Val Loss: 0.0478 | 16.950 s
Epoch: 247/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.971 s
Epoch: 248/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.046 s
Epoch: 249/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.984 s
Epoch: 250/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.977 s
Epoch: 251/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.030 s
Epoch: 252/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.976 s
Epoch: 253/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.968 s
Epoch: 254/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.040 s
Epoch: 255/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.010 s
Epoch: 256/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.967 s
Epoch: 257/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.934 s
Epoch: 258/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.981 s
Epoch: 259/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.989 s
Epoch: 260/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.942 s
Epoch: 261/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.973 s
Epoch: 262/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.948 s
Epoch: 263/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.002 s
Epoch: 264/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.002 s
Epoch: 265/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.967 s
Epoch: 266/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.001 s
Epoch: 267/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.013 s
Epoch: 268/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.987 s
Epoch: 269/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.991 s
Epoch: 270/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.002 s
Epoch: 271/1000, Train Loss: 0.0468, Val Loss: 0.0478 | 16.992 s
Epoch: 272/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.955 s
Epoch: 273/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.025 s
Epoch: 274/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.985 s
Epoch: 275/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.964 s
Epoch: 276/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.039 s
Epoch: 277/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.016 s
Epoch: 278/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.930 s
Epoch: 279/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.964 s
Epoch: 280/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.984 s
Epoch: 281/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.987 s
Epoch: 282/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.997 s
Epoch: 283/1000, Train Loss: 0.0468, Val Loss: 0.0478 | 16.984 s
Epoch: 284/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.991 s
Epoch: 285/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.954 s
Epoch: 286/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.060 s
Epoch: 287/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.007 s
Epoch: 288/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.972 s
Epoch: 289/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.011 s
Epoch: 290/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.955 s
Epoch: 291/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.041 s
Epoch: 292/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.015 s
Epoch: 293/1000, Train Loss: 0.0468, Val Loss: 0.0478 | 16.970 s
Epoch: 294/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.977 s
Epoch: 295/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.016 s
Epoch: 296/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.971 s
Epoch: 297/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.991 s
Epoch: 298/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.936 s
Epoch: 299/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.980 s
Epoch: 300/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.959 s
Epoch: 301/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.014 s
Epoch: 302/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.978 s
Epoch: 303/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.979 s
Epoch: 304/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.973 s
Epoch: 305/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.955 s
Epoch: 306/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.005 s
Epoch: 307/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.982 s
Epoch: 308/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.011 s
Epoch: 309/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.976 s
Epoch: 310/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.998 s
Epoch: 311/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.944 s
Epoch: 312/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.967 s
Epoch: 313/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.965 s
Epoch: 314/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.970 s
Epoch: 315/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.040 s
Epoch: 316/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.982 s
Epoch: 317/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.973 s
Epoch: 318/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 17.012 s
Epoch: 319/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.997 s
Epoch: 320/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.994 s
Epoch: 321/1000, Train Loss: 0.0468, Val Loss: 0.0477 | 16.953 s
